title,part_of_speech,definition,current_etymology,suggested_etymology,source,notes
թուք,noun,"saliva; spittle, spit.",From .,,wikitext,
թրել,verb,to knead.,From .,,wikitext,
թրիք,noun,"dung, manure, animal waste, droppings.",From .,,wikitext,
ժանգ,noun,rust.,From .,,wikitext,
ժլատ,adj,"mean, miserly, stingy.",From .,,wikitext,
իլիկ,noun,spindle (handheld).,From .,,wikitext,
իմիջ,noun,public image.,"From , from .",,wikitext,
ինչք,noun,property; belongings.,From .,,wikitext,
ինքը,pron,"This pronoun can be combined with any personal pronoun to emphasize its antecedent, in which case it",From .,,wikitext,
իրավ,adj,"really, truly.",From .,,wikitext,
իրար,pron,"each other, one another.","From , from .",,wikitext,
իքեն,adv,"while, whilst.",From .,,wikitext,
լախտ,noun,"club, mace.",From .,,wikitext,
լանչ,noun,lunch.,From .,,wikitext,
լաստ,noun,"raft, float.",From .,,wikitext,
լարի,noun,lari currency of Georgia.,From .,,wikitext,
լեղի,adj,"bile, gall.",From .,,wikitext,
լենտ,noun,"ribbon, band.",From .,,wikitext,
լերկ,adj,(the grammatical sense only).,From .,,wikitext,
լիգա,noun,league a group or association of cooperating members.,From .,,wikitext,
լիժա,noun,ski.,From .,,wikitext,
լիրբ,adj,"impudent, brazen.",From .,,wikitext,
լծակ,noun,mechanics lever.,From .,,wikitext,
լծել,verb,"to yoke, to harness.",From .,,wikitext,
լկտի,adj,insolent; impudent; impertinent.,From .,,wikitext,
լռել,verb,"intransitive to remain silent, to be silent.",From .,,wikitext,
լռին,adj,silent.,From .,,wikitext,
լսել,verb,to hear.,From .,,wikitext,
լրիվ,adj,"totally, entirely, completely.",From .,,wikitext,
խալի,noun,carpet.,"From , from .",,wikitext,
խառն,adj,"mixed, mingled.",From .,,wikitext,
խեղդ,noun,rare narrowness; tightness; closeness.,From .,,wikitext,
խզել,verb,"to end, to discontinue, to break off (e.g., relationships, friendships, love).",From .,,wikitext,
խթան,noun,spur.,From .,,wikitext,
խիղճ,noun,conscience.,From .,,wikitext,
խիշտ,noun,"lance, spear.",From .,,wikitext,
խիստ,adj,"strict, severe, stringent, austere, stern.",From .,,wikitext,
խլեզ,noun,<ref></ref><ref></ref><ref></ref>.,From .,,wikitext,
խոնջ,adj,"tired, exhausted.",From .,,wikitext,
խորք,noun,depth.,From .,,wikitext,
խուժ,adj,historical an inhabitant of Khuzestan.,From .,,wikitext,
խուլ,adj,deaf.,From .,,wikitext,
խուց,noun,"small chamber, cell.",From .,,wikitext,
խրամ,noun,"military, historical moat.",From .,,wikitext,
խրատ,noun,"admonition, precept, exhortation.",From .,,wikitext,
խրիդ,noun,purchase; shopping.,From .,,wikitext,
խցել,verb,"transitive to cork, bung; to stop up.",From .,,wikitext,
ծախք,noun,alternative form of ծախս.,From .,,wikitext,
ծաղր,noun,"mockery, sneer, gibe, scoff.",From .,,wikitext,
ծառա,noun,servant.,From .,,wikitext,
ծլել,verb,"to bud, to shoot, to sprout, to germinate.","From , .",,wikitext,
ծխել,verb,to smoke.,From .,,wikitext,
ծծել,verb,to suck.,From .,,wikitext,
ծնել,verb,"to give birth, to bear.",From .,,wikitext,
ծնող,noun,parent.,From .,,wikitext,
ծուծ,noun,"marrow, bone marrow.",From .,,wikitext,
ծվաղ,noun,", unnecessarily seeking a native Indo-European origin.",From .,,wikitext,
ծփել,verb,"to splash, to slosh.",From .,,wikitext,
կանչ,noun,"call, summons; appeal.",From .,,wikitext,
կաշի,noun,", unknown origin.",From .,,wikitext,
կապա,noun,"a kind of garment worn by men and women: kaftan, frock; cassock.","From , from .",,wikitext,
կառե,noun,card games four of a kind.,From .,,wikitext,
կարթ,noun,"fishhook, fishing hook.",From .,,wikitext,
կարճ,adj,short.,From .,,wikitext,
կարտ,noun,colloquial playing card.,From .,,wikitext,
կաֆե,noun,colloquial café.,From .,,wikitext,
կեղտ,noun,dirt.,From .,,wikitext,
կենճ,adj,young.,"From , from .",,wikitext,
կթոտ,adj,"feeble, weak.",From .,,wikitext,
կինո,noun,"cinematography, filmmaking.",From .,,wikitext,
կիրճ,noun,"narrow pass, defile.",From .,,wikitext,
կլափ,noun,"jaw, jaws, mouth.","From , from .",,wikitext,
կլեյ,noun,glue.,From .,,wikitext,
կծու,adj,"of taste bitter, sharp, spicy.",From .,,wikitext,
կշիռ,noun,weight.,From .,,wikitext,
կողր,noun,corncob together with kernels.,From .,,wikitext,
կոնք,noun,basin.,From .,,wikitext,
կորտ,noun,"tennis court, court.","From , from .",,wikitext,
կուժ,noun,jug.,From .,,wikitext,
կուտ,noun,"seed (of apple, pears, etc.).",From .,,wikitext,
կուց,noun,"handful, two palms joined.",From .,,wikitext,
կոֆե,noun,colloquial coffee.,From .,,wikitext,
կռիվ,noun,"fight, struggle; war; battle.",From .,,wikitext,
կվաս,noun,kvass.,From .,,wikitext,
կրախ,noun,"colloquial failure, crash, ruin, bankruptcy.",From .,,wikitext,
կրեմ,noun,"cooking crème, cream.",From .,,wikitext,
կրիա,noun,"turtle, tortoise.",From .,,wikitext,
կքել,verb,"transitive to bend, to curve, to weigh down, to cause to sink.",From .,,wikitext,
հակ-,,"anti-, contra-, counter-, against.",From .,,wikitext,
համ-,,"same, homo.",From .,,wikitext,
հայտ,adj,"application for, bid for.","From , .",,wikitext,
հանի,noun,dialectal alternative form of հան.,From .,,wikitext,
հանք,noun,mine.,From .,,wikitext,
հաշտ,adj,"peaceful, peaceable; propitious, well-disposed; not fighting, not quarreling.",From .,,wikitext,
հասկ,noun,ear of corn.,From .,,wikitext,
հարդ,noun,chaff.,From .,,wikitext,
հեռի,adv,dialectal far.,From .,,wikitext,
հեստ,adj,"dated disobedient, obstinate, obdurate, refractory.",From .,,wikitext,
հետո,adv,"then, afterwards.",From .,,wikitext,
հզոր,adj,"mighty, powerful.",From .,,wikitext,
հիմա,adv,"now, at present, at this moment in time.",From .,,wikitext,
հլու,adj,"obedient, compliant.",From .,,wikitext,
հղել,verb,to send.,From .,,wikitext,
հնար,noun,"means, way; possibility.",From .,,wikitext,
հոնք,noun,eyebrow.,"From , from .",,wikitext,
հորդ,adj,"torrential, heavy, abundant.",From .,,wikitext,
հուշ,adj,"recollection, memory.",From .,,wikitext,
հուռ,noun,"dialectal, Aresh bracelet.",From .,,wikitext,
հրատ,adj,archaic campfire.,From .,,wikitext,
հրեշ,noun,monster.,From .,,wikitext,
ձգել,verb,to pull; to draw; to drag.,From .,,wikitext,
ղզիկ,adj,"dialectal, pejorative, of a man effeminate.",From .,,wikitext,
ճանճ,noun,fly insect.,From .,,wikitext,
ճեղք,noun,"crack, fissure.",From .,,wikitext,
ճղել,verb,"transitive to tear, rend, rip (open).",From .,,wikitext,
ճչալ,verb,"to screech, scream, cry.",From .,,wikitext,
մախտ,noun,"dialectal, Hamshen resin of the մարխի tree.","From , .",,wikitext,
մախր,noun,alternative form of մարխ.,From .,,wikitext,
մաղձ,noun,"bile, gall.",From .,,wikitext,
մանչ,noun,boy.,"From . The diminutive forms  and , which the authors of ''Nor baṙgirkʿ haykazean lezui'' thought to be dialectical forms of , are attested in Old Armenian. Probably from , from , whence also  and .",,wikitext,
մավի,adj,"dialectal light blue, sky blue.",From .,,wikitext,
մատե,noun,maté beverage.,"From , from .",,wikitext,
մարզ,noun,region.,From .,,wikitext,
մարխ,noun,dialectal resinous wood that ignites easily.,From .,,wikitext,
մաքի,noun,ewe.,From .,,wikitext,
մերի,noun,"dialectal woods, forest.",From .,,wikitext,
մերկ,adj,"naked, bare, nude.",From .,,wikitext,
մժեղ,noun,mosquito.,From .,,wikitext,
մինա,noun,military mine explosive device put below the earth.,From .,,wikitext,
միշտ,adv,always.,From .,,wikitext,
միջ-,,"inter-, between, mid.",From .,,wikitext,
մղեղ,noun,chaff.,From .,,wikitext,
մնալ,verb,"to stay, to remain.",From .,,wikitext,
մոլի,adj,ardent; inveterate; passionate.,From .,,wikitext,
մոշի,noun,"blackberry, dewberry, bramble, gen. et spp. shrub.",From .,,wikitext,
մորթ,noun,skin.,From .,,wikitext,
մորմ,noun,nightshade.,From .,,wikitext,
մուր,noun,soot.,From .,,wikitext,
մռել,verb,"colloquial to listen, to obey.","From , from .",,wikitext,
մռեղ,noun,alternative form of մղեղ.,"From , from .",,wikitext,
մսան,noun,the fleshy part of animal's loins.,From .,,wikitext,
մսոտ,adj,"meaty, fleshy, plump.",From .,,wikitext,
յարա,noun,wound.,From .,,wikitext,
նենգ,adj,"malicious, vicious, insidious.",From .,,wikitext,
ներս,noun,"in, inside.",From .,,wikitext,
ներվ,noun,colloquial nerve.,From .,,wikitext,
նիստ,noun,archaic sitting posture.,From .,,wikitext,
նման,adj,"similar, like, resembling.",From .,,wikitext,
նշել,verb,"to mark, to note.",From .,,wikitext,
նոսր,adj,"sparse, thin, rare.",From .,,wikitext,
նվազ,adj,less.,From .,,wikitext,
նվալ,verb,to whine.,From .,,wikitext,
նվեր,noun,"present, gift.",From .,,wikitext,
շամբ,noun,reed bed.,From .,,wikitext,
շանթ,noun,lightning.,From .,,wikitext,
շարք,noun,row.,From .,,wikitext,
շեղբ,noun,blade of a knife or weapon.,From .,,wikitext,
շեղջ,noun,"rare heap, pile.",From .,,wikitext,
շտաբ,noun,"military headquarters, staff.","From , from .",,wikitext,
շփել,verb,to rub.,From .,,wikitext,
ոգել,verb,"dated to utter, to pronounce, to say.",From .,,wikitext,
ոլոռ,noun,pea.,From .,,wikitext,
ոլոր,adj,alternative form of ոլորք.,From .,,wikitext,
ոլոք,noun,shinbone.,From .,,wikitext,
ոջիլ,noun,louse.,From .,,wikitext,
որակ,noun,quality.,From .,,wikitext,
որոճ,noun,"rumination, chewing of cud.",From .,,wikitext,
որոմ,noun,plant ryegrass; darnel; cockle; weed.,From .,,wikitext,
ուխտ,noun,"vow, promise, oath.",From .,,wikitext,
ունկ,noun,archaic ear.,From .,,wikitext,
ունք,noun,"colloquial, dialectal alternative form of հոնք.",From .,,wikitext,
ուշք,noun,attention.,From .,,wikitext,
ուռի,noun,willow tree.,From .,,wikitext,
չուլ,noun,type of coarse fabric.,"From , from .",,wikitext,
չվան,noun,"rope, cord.",From .,,wikitext,
չվառ,adj,alternative form of թշվառ.,From .,,wikitext,
պարզ,adj,"of weather not clouded, clear, serene.",From .,,wikitext,
պեսո,noun,peso currency unit.,"From , from .",,wikitext,
պետք,adj,"need, requirement.","From , .",,wikitext,
պերճ,adj,"superb, splendid, magnificent, adorned.",From .,,wikitext,
պիես,noun,play (literary composition meant to be performed on stage).,From .,,wikitext,
պիղծ,adj,"impure, unclean, profane.",From .,,wikitext,
պինչ,noun,dialectal nose.,From .,,wikitext,
պիոն,noun,rare peony.,From .,,wikitext,
պիվա,noun,beer.,From .,,wikitext,
պիտի,particle,"should, must.","From , from .",,wikitext,
պճեղ,noun,hoof.,From .,,wikitext,
պնակ,noun,"plate, dish.",From .,,wikitext,
պոեմ,noun,narrative poem.,From .,,wikitext,
պսակ,noun,"wreath, garland.",From .,,wikitext,
պրակ,noun,fascicle a separately published installment of a book or other printed work.,From .,,wikitext,
ջինս,noun,jeans pants.,From .,,wikitext,
ռասա,noun,"race a large group of people set apart from others on the basis of common, physical characteristics.",From .,,wikitext,
ռելս,noun,rail the metal bar that makes the track for a railroad.,From .,,wikitext,
սաստ,noun,"poetic prohibition, ban.",From .,,wikitext,
սարդ,noun,spider.,From .,,wikitext,
սգալ,verb,to mourn.,From .,,wikitext,
սեռի,adj,grey.,From .,,wikitext,
սերտ,adj,"close, intimate.",From .,,wikitext,
սզնի,noun,hawthorn.,"From , from .",,wikitext,
սթափ,adj,sober.,From .,,wikitext,
սիրտ,noun,anatomy heart.,From .,,wikitext,
սղոց,noun,saw tool.,From .,,wikitext,
սոսկ,adv,"only, merely, simply.",From .,,wikitext,
սուգ,adj,"grief, bereavement, mourning, sorrow.",From .,,wikitext,
ստեպ,adv,(hač̣ax).,From .,,wikitext,
սրել,verb,to sharpen.,"From , from .",,wikitext,
սրմա,noun,silver or gold thread or lace.,From .,,wikitext,
վալս,noun,waltz.,From .,,wikitext,
վաղր,noun,a type of sword.,From .,,wikitext,
վարժ,adj,experienced; skilled.,From .,,wikitext,
վարձ,noun,"fee, payment.",From .,,wikitext,
վարք,noun,"behavior, conduct.",From .,,wikitext,
վեր-,,"re-, again.",From .,,wikitext,
վզան,adj,"poetic, rare holding the neck high.",From .,,wikitext,
վիրք,noun,archaic the Georgians collectively.,From .,,wikitext,
վնաս,noun,"damage, harm, loss.","From .  of dialectal Constantinople Armenian , Van Armenian .",,wikitext,
վուշ,noun,flax (plant).,From .,,wikitext,
վտառ,noun,"school, shoal of fish.",From .,,wikitext,
վտիտ,adj,"meager, scrawny, weak.",From .,,wikitext,
տագր,noun,alternative form of տեգր.,From .,,wikitext,
տանկ,noun,tank.,"From , from .",,wikitext,
տասը,numeral,ten.,From .,,wikitext,
տար-,,"beside, beyond, over, across, away.",From .,,wikitext,
տգեղ,adj,"ugly, unattractive.",From .,,wikitext,
տգետ,adj,"unlearned, uneducated, ignorant.",From .,,wikitext,
տեղի,noun,"archaic, literary place.",From .,,wikitext,
տեսք,noun,appearance.,From .,,wikitext,
տհաճ,adj,"unpleasant, disagreeable.",From .,,wikitext,
տհաս,adj,"unripe, immature.",From .,,wikitext,
տնակ,noun,"small house, cottage, cabin.","From , from .",,wikitext,
տորգ,noun,"dialectal wooden framework, loom.",From .,,wikitext,
տորթ,noun,cake.,From .,,wikitext,
տուզ,noun,card games ace.,From .,,wikitext,
ցաքի,noun,Paliurus<ref></ref>.,From .,,wikitext,
ցինկ,noun,zinc.,"From , from .",,wikitext,
ցուլ,noun,bull.,From .,,wikitext,
փազլ,noun,jigsaw puzzle.,From .,,wikitext,
փաչա,noun,trotters of sheep.,"From , from .",,wikitext,
փեղկ,noun,"leaf, fold, panel one of the movably attached, opening and closing parts or halves of a structure, g",From .,,wikitext,
փիճի,noun,", derives the Armenian and the Kartvelian from , comparing.",From .,,wikitext,
փլաժ,noun,alternative form of պլյաժ.,From .,,wikitext,
փնթի,adj,Kurdish:.,From .,,wikitext,
փշատ,noun,oleaster.,From .,,wikitext,
փոշի,noun,dust.,From .,,wikitext,
փորձ,adj,"attempt, try.",From .,,wikitext,
փուշ,noun,", unknown origin.",From . For the sense “hangnail” compare .,,wikitext,
փուչ,adj,hollow; empty; void.,From .,,wikitext,
փուռ,noun,oven (for baking bread).,From .,,wikitext,
փուք,noun,breath from the mouth.,From .,,wikitext,
փչել,verb,to blow.,From .,,wikitext,
փտել,verb,"intransitive to rot, to decay, to putrify.",From .,,wikitext,
քառ-,,"four, quadri-, tetra.",From .,,wikitext,
քարշ,noun,the act of pulling or of being pulled found mainly in set phrases.,From .,,wikitext,
քենի,noun,sister-in-law wife's sister.,From .,,wikitext,
քեռի,noun,maternal uncle.,From .,,wikitext,
քթոց,noun,basket.,"From , .",,wikitext,
քիմք,noun,palate.,From .,,wikitext,
քյար,noun,"colloquial, dialectal gain, profit.","From , from .",,wikitext,
քուն,noun,"sleep, slumber.",From .,,wikitext,
քսան,numeral,twenty.,"From , from .",,wikitext,
օթաղ,noun,"room, chamber.",From .,,wikitext,
օժիտ,noun,dowry.,From .,,wikitext,
օծել,verb,"transitive to perfume, to scent; to apply perfume.",From .,,wikitext,
օյաղ,adj,dialectal sober.,From .,,wikitext,
օյին,noun,trick; prank.,From .,,wikitext,
օրան,noun,"dialectal bundle of corn, sheaf, shock, stack prepared for threshing.",From .,,wikitext,
օրոր,noun,lullaby.,From .,,wikitext,
ֆրակ,noun,tailcoat.,From .,,wikitext,
-աբար,,alternative form of -բար.,From .,,wikitext,
-ագին,,alternative form of -գին.,From .,,wikitext,
-ական,,"forming adjectives; -ian, -al.",From .,,wikitext,
-ային,,This suffix is very productive.,From .,,wikitext,
-անակ,,Forming nouns.,From .,,wikitext,
-անոց,,"forming nouns of places, -ery.",From .,,wikitext,
-ապատ,,forming city names after the name of its founder.,From .,,wikitext,
-ապես,,Forming adverbs. Corresponds to -ly.,"From , from .",,wikitext,
-ավետ,,Adjectival suffix.,From .,,wikitext,
-ավոր,,"Forming names of persons or things, carrying or doing something.","From , from .",,wikitext,
-արան,,"forming nouns of places or containers; -ery, -arium.",From .,,wikitext,
-արեն,,alternative form of -երեն.,From .,,wikitext,
-ացն-,,Infixed into suffixed verbs ending with -ալ in infinitive to create their causative version. The ver,From .,,wikitext,
-ացու,,"Destined for, intended for.",From .,,wikitext,
-եղեն,,forming collective nouns.,From .,,wikitext,
-երեն,,Forms names of languages when appended to roots denoting names of nations or regions:.,From .,,wikitext,
-եցն-,,Infixed into verbs ending with -ել in infinitive to create their causative version.,From .,,wikitext,
